question,answer,category,source_text,original_twi,file_name
"Why do some groundnut varieties survive when dry weather hits, while others dry up and die quickly?","Different varieties possess different natural traits. Plant breeders select drought-tolerant varieties that develop deeper roots or conserve water better, allowing them to withstand dry spells far better than standard varieties.",Crop Growth and Behavior,"I am a plant breeder, and whenever we do this work, we collaborate with farmers and those who work with groundnuts, perhaps those who sell them and those who use them to make various food products; it requires us to have many creative variations, and we make a selection.",tete wo tia meyɛ plan breeder na ɛberɛ biara no yɛ adwuma no deɛ yɛyɛ no sɛ yɛ ne akuafoɔ ɛne ɔmo a ɔmo de nkate a ɛyɛ ɔmo adwuma ebia ɔmo a ɔmo tɔn ne ɔmo a ɔmo de ɛyɛ nnuane ahodoɔ ɛdi nsa wɔ soɔ ɛbisa yɛ creative variation bebree na y'aseleksi,gjGJKVT_FlY_005.wav
Why do crop researchers come to our villages to ask farmers to test new seeds on our fields?,"Breeding successful crops requires creative variations, but only farmers know the practical conditions of their local soil and climate. Researchers collaborate with farmers to see which experimental seeds perform best under real field conditions before releasing them widely.",Plant Breeding and Testing,"I am a plant breeder, and whenever we do this work, we collaborate with farmers and those who work with groundnuts, perhaps those who sell them and those who use them to make various food products; it requires us to have many creative variations, and we make a selection.",tete wo tia meyɛ plan breeder na ɛberɛ biara no yɛ adwuma no deɛ yɛyɛ no sɛ yɛ ne akuafoɔ ɛne ɔmo a ɔmo de nkate a ɛyɛ ɔmo adwuma ebia ɔmo a ɔmo tɔn ne ɔmo a ɔmo de ɛyɛ nnuane ahodoɔ ɛdi nsa wɔ soɔ ɛbisa yɛ creative variation bebree na y'aseleksi,gjGJKVT_FlY_005.wav
Why do some groundnut varieties rot easily in storage while others stay good for months?,Post-harvest durability depends on genetic traits such as shell thickness and natural resistance to mold. Breeders select varieties with tougher shells and lower moisture retention to reduce spoilage after harvest.,Harvesting and Post-Harvest Quality,"I am a plant breeder, and whenever we do this work, we collaborate with farmers and those who work with groundnuts, perhaps those who sell them and those who use them to make various food products; it requires us to have many creative variations, and we make a selection.",tete wo tia meyɛ plan breeder na ɛberɛ biara no yɛ adwuma no deɛ yɛyɛ no sɛ yɛ ne akuafoɔ ɛne ɔmo a ɔmo de nkate a ɛyɛ ɔmo adwuma ebia ɔmo a ɔmo tɔn ne ɔmo a ɔmo de ɛyɛ nnuane ahodoɔ ɛdi nsa wɔ soɔ ɛbisa yɛ creative variation bebree na y'aseleksi,gjGJKVT_FlY_005.wav
How can I tell if a groundnut variety matures quickly so I can harvest before the rains stop?,"Varieties are developed with specific maturity periods, usually ranging from 90 days for early-maturing types to 120 days for late-maturing ones. Checking seed descriptions or asking an extension officer helps you match the variety to your area's rainy season length.",Harvesting and Post-Harvest Quality,"I am a plant breeder, and whenever we do this work, we collaborate with farmers and those who work with groundnuts, perhaps those who sell them and those who use them to make various food products; it requires us to have many creative variations, and we make a selection.",tete wo tia meyɛ plan breeder na ɛberɛ biara no yɛ adwuma no deɛ yɛyɛ no sɛ yɛ ne akuafoɔ ɛne ɔmo a ɔmo de nkate a ɛyɛ ɔmo adwuma ebia ɔmo a ɔmo tɔn ne ɔmo a ɔmo de ɛyɛ nnuane ahodoɔ ɛdi nsa wɔ soɔ ɛbisa yɛ creative variation bebree na y'aseleksi,gjGJKVT_FlY_005.wav
Why are the lower leaves of my maize turning yellow while the top leaves are still green?,"Yellowing lower leaves on maize usually means the crop is short on nitrogen, an important plant food. When nitrogen runs low in the soil, the plant moves what little it has left to the newer upper leaves to survive.",Soil and Crop Nutrition,"To those who are responsible, thank you for joining us on short notice. I wish you a happy New Year and declare this meeting open.",who are responsibility no by joining us short notice mema mo afihwa pa declare this meeting open,8jU1u1_j4CA_006.wav
"Why does my cassava produce huge, bushy leaves but very small tubers underground?","When soil has too much nitrogen or is overly rich in animal manure, the cassava plant spends all its energy growing leaves and stems on top instead of sending food down to build fat roots.",Soil and Crop Nutrition,"To those who are responsible, thank you for joining us on short notice. I wish you a happy New Year and declare this meeting open.",who are responsibility no by joining us short notice mema mo afihwa pa declare this meeting open,8jU1u1_j4CA_006.wav
Why do my groundnut plants push their flowers into the dirt after they bloom?,"Groundnuts naturally produce their pods underground. After the yellow flower on top is pollinated, the plant grows a small stem called a peg that burrows into the soil where the actual peanut grows.",Crop Behavior and Life Cycle,"To those who are responsible, thank you for joining us on short notice. I wish you a happy New Year and declare this meeting open.",who are responsibility no by joining us short notice mema mo afihwa pa declare this meeting open,8jU1u1_j4CA_006.wav
Why do the flowers on my tomato plants fall off without turning into tomatoes?,Tomato flowers often drop off when the heat becomes too intense or when the plant experiences sudden dry spells. The plant drops its flowers to save water and energy when stressed.,Crop Behavior and Life Cycle,"To those who are responsible, thank you for joining us on short notice. I wish you a happy New Year and declare this meeting open.",who are responsibility no by joining us short notice mema mo afihwa pa declare this meeting open,8jU1u1_j4CA_006.wav
Why are the leaves on my pepper plants curling up and looking crinkled?,"Curled leaves on pepper plants are usually caused by tiny insects like thrips or aphids sucking the sap from under the leaf, or from a virus spread by those pests.",Crop Behavior and Life Cycle,"To those who are responsible, thank you for joining us on short notice. I wish you a happy New Year and declare this meeting open.",who are responsibility no by joining us short notice mema mo afihwa pa declare this meeting open,8jU1u1_j4CA_006.wav
Why do my cocoa trees drop most of their small leaves during the dry hamattan season?,Cocoa trees drop leaves during dry weather as a survival tactic to reduce the amount of water escaping from the tree when the soil has very little moisture.,Crop Behavior and Life Cycle,"To those who are responsible, thank you for joining us on short notice. I wish you a happy New Year and declare this meeting open.",who are responsibility no by joining us short notice mema mo afihwa pa declare this meeting open,8jU1u1_j4CA_006.wav
Why do I need to plant plantain trees alongside my young cocoa seedlings?,Young cocoa plants burn easily under intense sunlight. Plantains grow fast and have large leaves that provide the necessary shade and keep the soil moist for young cocoa plants to survive.,Field Management and Planting,"To those who are responsible, thank you for joining us on short notice. I wish you a happy New Year and declare this meeting open.",who are responsibility no by joining us short notice mema mo afihwa pa declare this meeting open,8jU1u1_j4CA_006.wav
Why do I need to put wooden sticks for my yam vines to climb on?,"Yam vines need to climb high so their leaves can capture maximum sunlight, which allows the plant to make enough food to send down to build larger tubers.",Field Management and Planting,"To those who are responsible, thank you for joining us on short notice. I wish you a happy New Year and declare this meeting open.",who are responsibility no by joining us short notice mema mo afihwa pa declare this meeting open,8jU1u1_j4CA_006.wav
Why do my maize cobs stay small when I plant seeds close together in the same hole?,"Planted too closely, maize roots fight each other for limited soil nutrients and water, which leaves every plant weak and results in small cobs.",Field Management and Planting,"To those who are responsible, thank you for joining us on short notice. I wish you a happy New Year and declare this meeting open.",who are responsibility no by joining us short notice mema mo afihwa pa declare this meeting open,8jU1u1_j4CA_006.wav
Why should I prune away some of the young suckers growing around my main plantain stem?,"Allowing too many suckers to grow forces the mother plantain to share its food and water. Removing extra shoots ensures the main plant gets full energy to produce a large, heavy bunch.",Field Management and Planting,"To those who are responsible, thank you for joining us on short notice. I wish you a happy New Year and declare this meeting open.",who are responsibility no by joining us short notice mema mo afihwa pa declare this meeting open,8jU1u1_j4CA_006.wav
Why are the lower leaves of my maize plants turning yellow while the top leaves stay green?,"Yellowing of lower maize leaves usually signals a lack of nitrogen in the soil. Nitrogen helps plants make food; when it runs short, the plant moves what little it has to newer leaves at the top, leaving the old bottom leaves starving.",Nutrient & Soil Management,"UTV viewers, this is where we bring our work to an end for today.",utv ahwɛfoɔ ɛnɛ aha na yɛde a yɛkɔ adwumadie no yɛsi na mmom ɛba ɛpo kɔ,IgXzpxIFx9c_075.wav
Why do my crop leaves dry up and burn when I place fertilizer directly at the base of the stem?,"Placing concentrated fertilizer directly against the stem draws moisture out of the roots, causing chemical burn. Fertilizer should be placed in a small ring a few centimeters away from the stem so the roots absorb it safely.",Nutrient & Soil Management,"UTV viewers, this is where we bring our work to an end for today.",utv ahwɛfoɔ ɛnɛ aha na yɛde a yɛkɔ adwumadie no yɛsi na mmom ɛba ɛpo kɔ,IgXzpxIFx9c_075.wav
Why do people recommend planting groundnuts or beans on the same land where I grow maize?,"Groundnuts and beans belong to the legume family, which traps nitrogen gas from the air and stores it in the soil through their roots. This naturally enriches the soil with nutrients for heavy-feeding crops like maize.",Nutrient & Soil Management,"UTV viewers, this is where we bring our work to an end for today.",utv ahwɛfoɔ ɛnɛ aha na yɛde a yɛkɔ adwumadie no yɛsi na mmom ɛba ɛpo kɔ,IgXzpxIFx9c_075.wav
Why should I cut away some of the young suckers growing around my main plantain tree?,"Too many suckers compete with the main plantain tree for soil nutrients, light, and water. Removing extra suckers leaves only one or two strong stems, which results in much larger plantain bunches.",Crop Growth & Pruning,"UTV viewers, this is where we bring our work to an end for today.",utv ahwɛfoɔ ɛnɛ aha na yɛde a yɛkɔ adwumadie no yɛsi na mmom ɛba ɛpo kɔ,IgXzpxIFx9c_075.wav
Why do I need to put tall sticks next to my yam mounds for the vines to climb?,Yam vines need to climb high so their leaves can spread out and catch direct sunlight. Good sunlight exposure helps the leaves manufacture the energy needed to grow large tubers underground.,Crop Growth & Pruning,"UTV viewers, this is where we bring our work to an end for today.",utv ahwɛfoɔ ɛnɛ aha na yɛde a yɛkɔ adwumadie no yɛsi na mmom ɛba ɛpo kɔ,IgXzpxIFx9c_075.wav
Why are the leaves on my pepper plants curling upwards and looking twisted?,"Leaf curling in peppers is usually caused by tiny sucking insects like aphids or mites, or a virus spread by these insects. They feed on leaf sap, causing young leaves to deform and twist as they expand.",Pests & Disease Signs,"UTV viewers, this is where we bring our work to an end for today.",utv ahwɛfoɔ ɛnɛ aha na yɛde a yɛkɔ adwumadie no yɛsi na mmom ɛba ɛpo kɔ,IgXzpxIFx9c_075.wav
Why are my young cocoa leaves turning brown and drying up during the hot season?,"Young cocoa trees are very sensitive to direct sunlight and high heat, which scorch their tender leaves. Providing shade from shade trees or shade plants like plantains protects them until they mature.",Pests & Disease Signs,"UTV viewers, this is where we bring our work to an end for today.",utv ahwɛfoɔ ɛnɛ aha na yɛde a yɛkɔ adwumadie no yɛsi na mmom ɛba ɛpo kɔ,IgXzpxIFx9c_075.wav
Why do my tomato flowers fall off without producing any tomatoes?,"Tomato plants drop flowers when temperatures get too high or when water availability changes suddenly. Heat stress disrupts pollination, causing the plant to shed unpollinated flowers to conserve energy.",Flower & Fruit Development,"UTV viewers, this is where we bring our work to an end for today.",utv ahwɛfoɔ ɛnɛ aha na yɛde a yɛkɔ adwumadie no yɛsi na mmom ɛba ɛpo kɔ,IgXzpxIFx9c_075.wav
Why is it risky for me to sow my maize seeds immediately after the very first rain of the year?,"The first rain of the year is often followed by a long dry spell before the main rainy season settles. Sowing early causes seeds to germinate, only to dry up and die when the moisture quickly disappears.",Field Preparation & Weather Reaction,"UTV viewers, this is where we bring our work to an end for today.",utv ahwɛfoɔ ɛnɛ aha na yɛde a yɛkɔ adwumadie no yɛsi na mmom ɛba ɛpo kɔ,IgXzpxIFx9c_075.wav
Why do my cassava roots rot under the ground when heavy rains flood my farm?,"Cassava roots need air in the soil to breathe and stay healthy. When water sits on the field without draining, roots suffocate and become vulnerable to fungal rots that destroy the crop.",Field Preparation & Weather Reaction,"UTV viewers, this is where we bring our work to an end for today.",utv ahwɛfoɔ ɛnɛ aha na yɛde a yɛkɔ adwumadie no yɛsi na mmom ɛba ɛpo kɔ,IgXzpxIFx9c_075.wav
How do I know which direction is the top when I am planting cassava stems in the ground?,Look at the small buds or nodes along the cassava stem where the old leaves used to grow. These buds should always point upwards toward the sky so the plant can sprout leaves easily out of the soil.,Planting Techniques & Spacing,"And now I want my inheritance. I don't know my father, okay? My father is in the Asante region, indeed. So when there was a death there, they said that in the country where I was born, they took me to the city. I went to live there and life was not going well; my family and I were struggling, and then I returned as an Asante. Now how old are you, because...",yi na afei na mepɛ agyapadeɛ mennim me papa okay me papa na ɔwɔ asante region kɔkɔɔ okay enti owu wɔ hɔ no ɛna ɔmo sɛ adeɛ a costri mu yɛwoo me hɔ na yɛde me kɔɔ siri mu mekɔtena hɔ ara na brɛboɔ no nkɔ yie me ne me mmɔre no yɛ brɛ ɛna mesan ba asanteni afei na wanya mfeɛ sɛn because deɛ,TQQ8_jJ3xz4_044.wav
Why do my crops grow tall and thin with very tiny food when I plant them too close together?,"Crops need light, water, and food from the soil to grow strong. When planted too close, they fight each other for sunlight, stretching tall and weak while starving for nutrients.",Planting Techniques & Spacing,"And now I want my inheritance. I don't know my father, okay? My father is in the Asante region, indeed. So when there was a death there, they said that in the country where I was born, they took me to the city. I went to live there and life was not going well; my family and I were struggling, and then I returned as an Asante. Now how old are you, because...",yi na afei na mepɛ agyapadeɛ mennim me papa okay me papa na ɔwɔ asante region kɔkɔɔ okay enti owu wɔ hɔ no ɛna ɔmo sɛ adeɛ a costri mu yɛwoo me hɔ na yɛde me kɔɔ siri mu mekɔtena hɔ ara na brɛboɔ no nkɔ yie me ne me mmɔre no yɛ brɛ ɛna mesan ba asanteni afei na wanya mfeɛ sɛn because deɛ,TQQ8_jJ3xz4_044.wav
Why do farmers build high mounds of earth before planting yam tubers?,"Yam tubers need loose, soft soil to expand and grow big underneath the ground. Mounds keep the soil loose and prevent excess water from standing around the roots, which would cause the yam to rot.",Planting Techniques & Spacing,"And now I want my inheritance. I don't know my father, okay? My father is in the Asante region, indeed. So when there was a death there, they said that in the country where I was born, they took me to the city. I went to live there and life was not going well; my family and I were struggling, and then I returned as an Asante. Now how old are you, because...",yi na afei na mepɛ agyapadeɛ mennim me papa okay me papa na ɔwɔ asante region kɔkɔɔ okay enti owu wɔ hɔ no ɛna ɔmo sɛ adeɛ a costri mu yɛwoo me hɔ na yɛde me kɔɔ siri mu mekɔtena hɔ ara na brɛboɔ no nkɔ yie me ne me mmɔre no yɛ brɛ ɛna mesan ba asanteni afei na wanya mfeɛ sɛn because deɛ,TQQ8_jJ3xz4_044.wav
Why does my land produce less harvest if I plant maize on the exact same spot every single year?,Maize feeds heavily on specific soil nutrients every season. Planting the same crop continuously drains those nutrients completely. Rotating maize with crops like beans or groundnuts helps put natural food back into the soil.,Soil & Nutrient Management,"And now I want my inheritance. I don't know my father, okay? My father is in the Asante region, indeed. So when there was a death there, they said that in the country where I was born, they took me to the city. I went to live there and life was not going well; my family and I were struggling, and then I returned as an Asante. Now how old are you, because...",yi na afei na mepɛ agyapadeɛ mennim me papa okay me papa na ɔwɔ asante region kɔkɔɔ okay enti owu wɔ hɔ no ɛna ɔmo sɛ adeɛ a costri mu yɛwoo me hɔ na yɛde me kɔɔ siri mu mekɔtena hɔ ara na brɛboɔ no nkɔ yie me ne me mmɔre no yɛ brɛ ɛna mesan ba asanteni afei na wanya mfeɛ sɛn because deɛ,TQQ8_jJ3xz4_044.wav
Why do my crop leaves burn and dry up when I put fertilizer directly touching the stems?,"Chemical fertilizer contains concentrated salts. Placing it directly against the stem burns the plant tissue and sucks water away from the roots, so it should always be buried a few inches away from the stem.",Soil & Nutrient Management,"And now I want my inheritance. I don't know my father, okay? My father is in the Asante region, indeed. So when there was a death there, they said that in the country where I was born, they took me to the city. I went to live there and life was not going well; my family and I were struggling, and then I returned as an Asante. Now how old are you, because...",yi na afei na mepɛ agyapadeɛ mennim me papa okay me papa na ɔwɔ asante region kɔkɔɔ okay enti owu wɔ hɔ no ɛna ɔmo sɛ adeɛ a costri mu yɛwoo me hɔ na yɛde me kɔɔ siri mu mekɔtena hɔ ara na brɛboɔ no nkɔ yie me ne me mmɔre no yɛ brɛ ɛna mesan ba asanteni afei na wanya mfeɛ sɛn because deɛ,TQQ8_jJ3xz4_044.wav
Why do my cocoa pods turn black and rot during the heavy rain season?,Heavy rain creates high humidity that allows a fungus called Black Pod disease to grow and spread fast. Clearing farm weeds and pruning excess tree branches allows sunlight in to dry the pods and protect them.,Pests & Crop Health,"And now I want my inheritance. I don't know my father, okay? My father is in the Asante region, indeed. So when there was a death there, they said that in the country where I was born, they took me to the city. I went to live there and life was not going well; my family and I were struggling, and then I returned as an Asante. Now how old are you, because...",yi na afei na mepɛ agyapadeɛ mennim me papa okay me papa na ɔwɔ asante region kɔkɔɔ okay enti owu wɔ hɔ no ɛna ɔmo sɛ adeɛ a costri mu yɛwoo me hɔ na yɛde me kɔɔ siri mu mekɔtena hɔ ara na brɛboɔ no nkɔ yie me ne me mmɔre no yɛ brɛ ɛna mesan ba asanteni afei na wanya mfeɛ sɛn because deɛ,TQQ8_jJ3xz4_044.wav
